etudiant_id,nom,prenom,date_naissance,universite_id,programme_etude,date_inscription,date_diplome,fonctionnaire_id,email
1252,Burnett,Robin,1998-04-28,23,Électronique,2020-05-20,2021-02-10,,christian70@example.com
1253,Figueroa,Matthew,1998-10-23,5,Génie Industriel,2015-07-18,2023-08-13,942,jonathanandrews@example.com
1254,Torres,Beth,1996-04-19,60,Ingénierie des Systèmes,2015-05-14,,837,cory39@example.org
1255,Chan,Andrew,2005-01-31,37,Électronique,2016-12-11,2021-12-16,1327,owensjennifer@example.net
1256,Cantu,Jeffery,1994-12-18,10,Génie Civil,2018-05-31,,,mgarcia@example.org
1257,Martin,Rebecca,1997-02-11,9,Architecture,2015-03-21,,4482,wmitchell@example.com
1258,Moreno,Jeffrey,1999-05-09,22,Génie Civil,2019-02-25,2022-04-09,,justin60@example.net
1259,Carroll,Brian,2000-11-27,96,,2019-03-06,,1632,jchandler@example.net
1260,Crane,Brandon,1998-06-18,79,Mécanique,2023-08-22,2021-10-15,,tammyhenson@example.net
1261,Oliver,Lisa,1995-11-20,22,,2020-05-07,,,heather15@example.com
1262,Jarvis,Jennifer,1999-11-07,99,Ingénierie des Systèmes,2015-05-16,2023-11-17,3375,roberthunt@example.org
1263,Waters,Ronald,2006-03-03,18,Mathématiques Appliquées,2019-01-11,,4106,carterroger@example.net
1264,Smith,Donald,2002-11-22,89,Mécanique,2021-11-09,2022-03-14,,kylesingh@example.org
1265,Duarte,Brandon,1997-11-13,20,Génie Civil,2023-06-24,2023-02-26,752,summermendez@example.com
1266,Hayes,Sheri,2003-05-29,2,Génie Civil,2016-06-25,,4163,edouglas@example.com
1267,Smith,Jill,2002-05-22,81,Architecture,2017-08-04,,,anthony62@example.net
1268,Schneider,Harold,1994-03-17,54,Ingénierie des Systèmes,2020-11-04,,,ashleyrodriguez@example.net
1269,Villanueva,Veronica,1994-04-25,67,Mécanique,2020-02-03,,3032,sandovalnancy@example.com
1270,Smith,Peter,1994-12-13,22,Télécommunications,2023-05-13,,2543,barrerabill@example.net
1271,Moore,Melissa,2007-01-25,56,Architecture,2017-11-02,,3787,tmartinez@example.net
1272,Parrish,Sheri,1996-06-19,6,Génie Civil,2015-10-01,,1939,sandravasquez@example.net
1273,Lane,Eduardo,1997-04-20,34,Électronique,2015-06-22,2024-09-25,,ellisbrittany@example.org
1274,Davis,Debra,1999-03-13,71,Télécommunications,2016-09-16,2024-04-15,3417,barredwin@example.net
1275,Brooks,Ronald,2000-04-13,15,Mécanique,2021-05-20,2021-01-20,4877,brennancheyenne@example.net
1276,Collier,Christina,1999-10-21,48,Génie Civil,2021-01-31,,,carla00@example.com
1277,Jensen,Kelsey,2000-04-25,25,Informatique,2016-11-18,,3882,lynn04@example.com
1278,Durham,Joseph,2003-09-13,23,Ingénierie Environnementale,2022-02-03,2024-01-16,,griffinmarcus@example.org
1279,Anderson,Nathan,2004-04-04,53,Ingénierie des Systèmes,2018-05-16,,,claytonjoel@example.org
1280,Curry,Derek,1995-01-19,28,Ingénierie Environnementale,2019-06-30,2020-11-20,,scotttanner@example.com
1281,Fischer,Brian,1994-11-29,54,Ingénierie Environnementale,2019-01-08,2020-10-04,,zsmith@example.net
1282,Wyatt,Kevin,2005-09-24,36,Ingénierie des Systèmes,2019-12-29,2023-12-14,3973,jonesdavid@example.net
1283,Martin,Luke,1997-01-21,61,Génie Civil,2021-04-05,,,kristygreen@example.com
1284,Smith,Laura,2000-03-12,72,Télécommunications,2023-04-11,,,jstevens@example.com
1285,Bryant,Robert,2000-06-03,12,Architecture,2020-11-07,,,lopezchristine@example.org
1286,Allen,Robert,1995-03-18,13,Ingénierie des Systèmes,2020-07-29,,1955,amandathompson@example.net
1287,Williams,Matthew,1999-08-31,35,Électronique,2023-10-24,,3023,kristiejones@example.com
1288,Moody,Mason,1995-11-22,46,Télécommunications,2023-06-04,,,barbaraferguson@example.org
1289,Perkins,Javier,1998-05-08,15,Informatique,2020-04-15,,,mitchellleslie@example.com
1290,Hogan,Kenneth,1994-07-29,84,,2020-07-29,2024-06-15,4040,shellyjones@example.org
1291,Wu,Melinda,1998-01-11,85,Ingénierie des Systèmes,2021-06-12,,152,dtran@example.com
1292,Ortiz,Joshua,1999-04-19,46,,2023-01-06,2024-06-10,2498,johnsonsusan@example.net
1293,Coleman,Anthony,1995-06-19,38,Mathématiques Appliquées,2023-02-14,,,thomas81@example.org
1294,Thomas,David,1998-07-08,65,Architecture,2017-11-15,,,sheashawn@example.org
1295,Pugh,Daniel,2004-06-08,100,Génie Civil,2017-06-02,2020-07-20,,iflores@example.net
1296,Taylor,Michael,1997-12-25,70,Mathématiques Appliquées,2022-03-18,2020-04-12,2458,vanessa93@example.net
1297,Mejia,Megan,1999-08-30,23,Ingénierie des Systèmes,2016-01-17,,,shelbydiaz@example.net
1298,Chang,Glenn,1997-01-01,8,Électronique,2020-11-30,,167,karaferguson@example.org
1299,Brown,Carl,1995-07-09,91,Informatique,2018-02-09,,,myerschristopher@example.net
1300,Hall,Laura,2002-09-29,12,Génie Civil,2021-12-16,,,orodriguez@example.net
1301,Baker,Kenneth,2003-04-05,60,Architecture,2019-04-22,,4136,andrewsanchez@example.com
1302,Hurley,Taylor,1998-07-08,63,Informatique,2017-04-16,2020-06-16,,john90@example.org
1303,Cervantes,Connor,1996-01-12,54,,2023-05-12,2022-10-05,,mendozachristopher@example.com
1304,Washington,Jaclyn,2005-01-20,34,Informatique,2022-08-26,2020-02-27,445,kingsherry@example.net
1305,Lester,Edwin,1997-09-26,70,Architecture,2017-07-17,,206,kylieburgess@example.net
1306,Fischer,Elaine,1995-06-14,67,,2015-04-28,,3660,jjimenez@example.org
1307,Chang,Wayne,2000-04-20,62,Informatique,2021-02-04,2022-03-06,,sblake@example.net
1308,Ruiz,Katherine,1999-09-27,48,,2018-12-08,,1736,williammacdonald@example.org
1309,Conway,Alison,2006-03-04,44,Génie Civil,2024-11-09,2021-12-22,,mosssteven@example.net
1310,Kennedy,Timothy,2005-10-09,74,Informatique,2015-02-28,,,juanthompson@example.org
1311,Walker,Tammy,1995-08-13,88,Électronique,2016-03-26,2022-09-16,1594,garciakevin@example.org
1312,Gill,Brittany,1998-11-17,60,Informatique,2022-11-06,,307,barbaradaugherty@example.com
1313,Mills,Sharon,1999-03-12,100,Informatique,2025-01-04,2020-04-16,,zhunt@example.org
1314,King,Haley,1999-07-20,18,Génie Civil,2024-03-01,,810,lesliechristensen@example.com
1315,Johnson,Denise,2006-09-17,67,Électronique,2016-04-01,,2125,mcguirecathy@example.com
1316,Wright,Diane,2002-07-03,58,Ingénierie Environnementale,2023-04-05,,,mckinneyjohn@example.net
1317,Costa,Tina,1994-04-24,43,Informatique,2020-09-29,,,aaronbrown@example.com
1318,Hill,Kristen,2005-01-11,44,Génie Civil,2023-10-16,2024-11-18,3424,ugilmore@example.org
1319,Richards,Timothy,2003-09-06,60,Mathématiques Appliquées,2022-04-03,,485,kimberly19@example.com
1320,Ortiz,Robert,2004-01-25,44,Mécanique,2021-02-22,2021-08-26,428,lking@example.net
1321,Clark,Lisa,2003-09-25,100,Mécanique,2024-02-06,2022-04-12,,cmcdonald@example.net
1322,Howe,Robin,2006-07-04,94,Ingénierie Environnementale,2020-06-17,,4430,iperkins@example.net
1323,Smith,Kristin,1995-05-29,66,Mécanique,2018-09-24,2020-07-10,3874,nortonstephanie@example.org
1324,Zamora,Katrina,1998-04-12,16,Ingénierie des Systèmes,2018-01-25,,428,ejohnson@example.net
1325,Brewer,Matthew,1999-03-03,20,Génie Civil,2021-07-29,2022-02-27,,rmcintosh@example.com
1326,Rosario,Sean,2006-05-31,72,,2021-05-13,,4722,fperez@example.net
1327,Russo,Benjamin,1998-01-03,82,Électronique,2021-10-12,2025-02-13,,jamiedavis@example.net
1328,Smith,Johnny,2002-01-18,65,,2024-05-26,2023-09-21,1417,moorechris@example.org
1329,Clark,Ann,1998-05-09,79,Génie Industriel,2018-12-23,,,david95@example.net
1330,Black,Samantha,1998-12-28,66,Ingénierie des Systèmes,2015-12-06,2024-12-28,2730,wkeller@example.org
1331,Smith,Barbara,1994-08-12,7,Ingénierie Environnementale,2015-11-20,,,bakerpeter@example.com
1332,Yang,Jean,1999-03-03,95,Ingénierie Environnementale,2017-04-19,,1808,jared96@example.net
1333,Martinez,Stephanie,1998-11-06,48,Mathématiques Appliquées,2015-03-19,2024-11-06,,hughespenny@example.com
1334,Sandoval,Diana,1996-03-20,66,Informatique,2017-04-17,2020-10-08,,janet16@example.net
1335,Young,Joshua,2002-11-10,49,Mécanique,2019-01-10,2024-02-06,1514,nicholas36@example.com
1336,Yang,Anna,2003-07-28,43,Ingénierie Environnementale,2024-05-18,2022-06-12,4997,jeremy51@example.net
1337,Johnson,Crystal,1995-12-24,2,Électronique,2016-07-30,2022-06-09,,schaeferkaitlyn@example.com
1338,Brooks,Christopher,2002-04-10,14,Informatique,2023-01-11,,,patriciamoore@example.net
1339,Oneal,Meredith,2004-01-10,69,Génie Civil,2020-02-08,,,rchapman@example.org
1340,Baker,Nicholas,2005-06-13,89,Ingénierie des Systèmes,2017-03-26,2023-05-06,3208,mariafinley@example.com
1341,Brown,Tony,1998-12-05,83,Télécommunications,2021-06-25,2022-09-26,781,kingronald@example.com
1342,Johnson,Virginia,2002-09-09,58,,2016-09-18,2023-11-02,,kennedymichael@example.com
1343,Parks,Helen,2000-05-08,9,Génie Industriel,2016-01-05,2023-06-25,,mitchellmaria@example.com
1344,Davis,Ryan,1995-05-27,65,Mécanique,2021-02-12,2024-02-26,315,denise68@example.net
1345,Williams,Jessica,2002-03-11,4,Électronique,2015-09-04,,4970,tinalewis@example.net
1346,Clark,Angela,1998-03-13,92,Ingénierie Environnementale,2019-01-23,2023-06-11,,santoszachary@example.org
1347,Newton,Paul,1996-03-19,18,Architecture,2022-01-29,2023-08-24,552,fergusonmeghan@example.org
1348,Ford,Amanda,2005-09-21,28,,2016-06-22,,2427,rchoi@example.net
1349,Harrison,Laura,2002-01-21,61,Télécommunications,2021-07-14,,,morrisbethany@example.net
1350,Smith,Vincent,1995-06-05,72,,2023-08-21,,,xmalone@example.org
1351,Martinez,Michael,2004-01-13,95,Ingénierie Environnementale,2020-08-03,2020-10-24,2992,frobertson@example.com
1352,Alexander,Todd,1998-04-29,15,Informatique,2022-03-24,2022-03-23,2522,tonywalter@example.org
1353,Williams,Brooke,2004-01-24,40,Mathématiques Appliquées,2019-10-15,2022-05-18,,stephaniepena@example.net
1354,Young,Ruben,2001-12-07,81,,2018-03-04,,4388,cameronmichael@example.org
1355,Velasquez,Charles,2002-10-27,24,Ingénierie Environnementale,2022-07-27,2023-04-19,401,william51@example.org
1356,Woods,Kelly,2000-01-03,96,Ingénierie des Systèmes,2024-02-13,2022-12-17,2489,ghodges@example.net
1357,Williams,Tammy,1994-06-08,57,Ingénierie des Systèmes,2016-12-08,,22,anthony76@example.org
1358,Weeks,Charles,1999-04-11,36,Mathématiques Appliquées,2022-04-18,2022-05-18,,harpermelissa@example.org
1359,Wilson,Robert,2001-02-14,81,Ingénierie Environnementale,2015-07-30,,352,ykramer@example.net
1360,Pitts,Dawn,1998-04-16,49,Architecture,2024-09-14,2024-10-13,392,christineduncan@example.org
1361,Robertson,Kathryn,2005-12-10,77,Architecture,2022-07-11,2022-07-07,,ashley91@example.com
1362,Ramirez,Samuel,1997-03-26,50,Génie Industriel,2015-11-06,2023-10-13,1151,aaronmartin@example.com
1363,Smith,Gina,2005-06-28,34,Génie Industriel,2017-06-17,2024-10-14,4685,tanyahernandez@example.net
1364,Suarez,Bradley,1996-02-09,55,,2016-05-08,2020-11-06,2846,barreraalyssa@example.net
1365,Davis,Maria,2002-03-27,88,Ingénierie Environnementale,2020-06-08,2020-09-06,,littlelynn@example.net
1366,Bell,Mary,2003-01-13,48,Ingénierie des Systèmes,2023-03-11,2021-08-04,3332,sara27@example.org
1367,Smith,Thomas,2004-08-07,94,Architecture,2017-08-03,,,ecohen@example.org
1368,Herring,Nina,1997-09-09,67,Électronique,2020-11-17,,,krista14@example.org
1369,Davis,Brandon,2003-10-26,31,Mathématiques Appliquées,2017-10-17,2020-06-15,,jacqueline55@example.net
1370,Eaton,Nicholas,2006-02-05,69,Architecture,2019-11-14,2021-01-13,,jon36@example.com
1371,Clark,Dennis,1994-12-02,92,Informatique,2017-03-25,2020-03-06,1867,umalone@example.net
1372,Schneider,Elizabeth,1996-11-21,10,Électronique,2016-07-16,2020-05-30,2328,sabrinamccoy@example.net
1373,Henderson,Walter,1998-03-28,76,Mathématiques Appliquées,2018-07-22,2021-02-23,,melissaelliott@example.net
1374,Hamilton,Sabrina,2004-10-29,43,Télécommunications,2016-10-28,2024-09-17,,alex88@example.net
1375,Ayers,Michael,2002-08-14,33,Génie Industriel,2020-10-06,2021-10-28,4660,elizabeth13@example.net
1376,Dean,David,1998-09-18,59,Mathématiques Appliquées,2016-01-27,,,sarahli@example.org
1377,Calderon,Jordan,2006-10-23,73,Ingénierie Environnementale,2019-08-08,,4139,davenportrebecca@example.org
1378,Kelley,Jason,2001-12-31,47,Architecture,2023-03-06,2024-09-10,3147,aprice@example.com
1379,Snyder,John,1999-04-13,98,,2020-03-07,,,bcraig@example.net
1380,Cervantes,Kenneth,2006-12-08,51,,2017-12-07,,1686,smithmatthew@example.org
1381,Ruiz,Briana,2003-10-16,47,Ingénierie Environnementale,2024-08-20,2022-12-05,,muellermatthew@example.com
1382,Jimenez,Russell,2005-03-07,95,Génie Civil,2015-06-30,2023-01-06,,laura59@example.com
1383,Rodriguez,Richard,2000-11-07,50,Génie Civil,2016-11-12,2024-10-16,3290,collinsmichelle@example.net
1384,Johnson,Richard,1996-03-26,47,Informatique,2018-03-04,,,gregoryarmstrong@example.org
1385,Hicks,Lauren,1997-06-04,87,Télécommunications,2020-08-10,2022-02-06,,xblair@example.net
1386,Taylor,Kelsey,2001-04-19,31,Génie Industriel,2016-01-11,2024-08-02,,denise13@example.org
1387,Young,Lisa,2001-12-19,92,Télécommunications,2016-04-03,2020-10-30,,huntdwayne@example.com
1388,Gutierrez,Cheryl,2003-05-15,1,Génie Civil,2017-06-02,,574,hollyscott@example.net
1389,Wagner,Timothy,2001-12-10,36,Ingénierie Environnementale,2024-12-03,2022-02-19,,norriskimberly@example.net
1390,Larson,Tracy,1995-11-22,38,Architecture,2018-08-09,,3648,terrance46@example.org
1391,Guerrero,Daniel,2006-07-16,4,Informatique,2024-08-20,2020-08-20,3582,nathan86@example.net
1392,Wiggins,Lisa,2006-11-13,41,Ingénierie Environnementale,2024-06-02,,1302,justin99@example.org
1393,Parker,Lee,1999-10-29,88,Ingénierie des Systèmes,2022-05-06,2021-10-27,3326,andrewjones@example.com
1394,Russell,Kenneth,1999-01-01,37,Génie Civil,2016-11-06,2021-04-14,,michaelboyer@example.net
1395,Raymond,Karen,2003-01-05,69,Électronique,2024-11-10,,,xjefferson@example.org
1396,Avila,Shirley,2001-01-03,51,Architecture,2020-03-09,2024-10-02,,howardchristopher@example.org
1397,Harris,Jeffrey,2002-03-11,19,,2020-08-26,2021-05-24,,shelbyhendricks@example.org
1398,Wood,John,1994-10-23,8,Mathématiques Appliquées,2023-01-12,2024-01-10,4223,jasminebush@example.net
1399,Stephens,Brandy,1996-09-25,31,,2020-05-01,,,hillricky@example.net
1400,White,Erin,1994-04-23,25,Génie Civil,2021-06-10,,,cameronjames@example.net
1401,Young,Deanna,2002-07-10,2,Ingénierie des Systèmes,2022-04-04,2023-08-27,,zhickman@example.com
1402,Harmon,Andre,1997-07-03,35,Ingénierie des Systèmes,2023-03-11,2023-06-27,,jamie24@example.com
1403,Matthews,Brenda,2001-12-14,42,Architecture,2020-06-27,2024-05-07,760,mcleanmatthew@example.com
1404,Smith,Sharon,1995-01-10,34,Mathématiques Appliquées,2020-05-22,2024-12-23,2833,cruzray@example.net
1405,Wood,Joshua,2006-04-17,52,,2022-04-24,,2783,marisa73@example.com
1406,King,John,2002-05-01,74,Mathématiques Appliquées,2016-01-10,,4803,bradleylevine@example.org
1407,Olson,Mary,1998-03-19,18,Génie Civil,2021-02-26,,,wwalsh@example.net
1408,Taylor,Debbie,1998-07-16,47,Télécommunications,2017-09-10,2024-12-02,,glester@example.net
1409,Solis,Brenda,2005-05-15,96,Ingénierie Environnementale,2023-05-28,,994,margaret38@example.com
1410,Cervantes,Jacqueline,2002-01-21,80,Génie Civil,2020-10-08,,999,kreed@example.org
1411,Proctor,Laura,1997-06-22,87,Architecture,2017-01-22,,4111,ellenjacobs@example.org
1412,Brown,Collin,1995-10-17,43,Télécommunications,2019-03-01,,,ucastaneda@example.net
1413,Murphy,Robert,1996-10-11,56,Mécanique,2022-06-26,2025-02-23,1519,patrick03@example.net
1414,Richardson,Glenn,2005-11-14,39,Informatique,2022-10-11,,1561,kingclaire@example.net
1415,Robinson,Erin,1998-07-18,71,Informatique,2017-06-30,,2057,heidiwilson@example.net
1416,Zimmerman,Katherine,1996-01-30,50,Architecture,2018-09-24,,674,bradleyadams@example.org
1417,Mitchell,Carol,2003-01-01,81,Mécanique,2024-03-27,,,dianehardy@example.com
1418,Potts,Whitney,2005-10-16,2,Architecture,2020-01-22,2024-04-04,,andersonjennifer@example.org
1419,Espinoza,Erin,2003-10-08,80,Mécanique,2023-05-23,2022-09-06,,alexander88@example.com
1420,Holt,Roger,2004-09-08,18,Génie Civil,2018-05-04,,,david30@example.com
1421,Williams,Joshua,2000-02-12,40,Mathématiques Appliquées,2024-03-05,2022-01-03,,jessica82@example.net
1422,Thompson,Nicolas,2000-12-02,54,Architecture,2020-05-17,,4199,butlerpatrick@example.org
1423,Hernandez,Jamie,1999-03-22,71,Architecture,2022-02-15,,,james26@example.org
1424,Burke,Anthony,2003-11-13,28,Informatique,2018-09-01,,,pittmanhannah@example.com
1425,Montoya,Michael,2006-12-22,78,,2022-05-22,,,kevin15@example.com
1426,Gross,Arthur,1994-12-09,19,Mathématiques Appliquées,2018-10-23,,2171,alejandro40@example.net
1427,Ruiz,James,1997-06-22,8,Télécommunications,2019-11-27,,,michellejones@example.com
1428,Wong,Bryan,2001-09-01,10,Architecture,2020-04-13,,,hlopez@example.net
1429,Henry,Patricia,2006-06-18,97,Génie Industriel,2020-12-28,,,marymeza@example.com
1430,Powers,Melissa,2004-04-05,70,Informatique,2015-03-04,,1772,wardkaren@example.com
1431,Nunez,Patricia,1995-05-19,60,,2016-09-30,,701,darrellgomez@example.com
1432,Garcia,Kristin,2000-07-14,50,Ingénierie des Systèmes,2017-06-10,2024-01-08,,zcruz@example.org
1433,Foster,Stephanie,1994-10-16,33,Mathématiques Appliquées,2024-12-15,,,jamieroy@example.com
1434,Dean,Lisa,2002-05-07,44,Télécommunications,2017-07-20,,3839,ithomas@example.org
1435,Adams,James,2002-09-07,28,Ingénierie Environnementale,2018-02-16,,1610,todd14@example.org
1436,Mendoza,Cassandra,2001-03-06,59,Électronique,2023-12-26,2021-06-22,,laura52@example.com
1437,Foster,Yvette,2006-08-16,55,Architecture,2020-08-16,2024-11-15,,shelly96@example.org
1438,Murray,Tracy,2006-05-26,6,,2015-08-08,2024-04-06,4273,mgaines@example.com
1439,Allen,Melissa,2006-07-25,62,Électronique,2018-04-24,,1500,sarawarren@example.com
1440,Murphy,Joseph,2000-06-03,37,,2024-06-19,,4454,dianesilva@example.com
1441,Moyer,Steven,2001-10-01,26,Électronique,2018-08-11,,1511,david66@example.net
1442,Garcia,Isaiah,1997-01-18,42,Informatique,2022-07-20,2024-03-31,351,susanmccall@example.net
1443,Jones,Jaclyn,1996-11-24,84,Informatique,2019-11-15,2020-11-07,,shermanemily@example.com
1444,Bell,Gary,2005-01-17,19,Génie Industriel,2024-07-04,2021-12-08,1495,longmatthew@example.net
1445,Green,Miranda,2003-01-01,24,Ingénierie des Systèmes,2022-12-18,,,anthonydennis@example.com
1446,Frazier,Justin,2002-12-15,94,Électronique,2020-06-07,,2534,ybond@example.com
1447,Mahoney,Robert,2006-03-12,39,Génie Civil,2015-12-22,2022-07-21,2812,josemora@example.com
1448,Mcbride,Eric,2006-11-19,27,Ingénierie Environnementale,2024-02-03,2023-08-10,,riverschristy@example.org
1449,Dominguez,Thomas,1996-08-01,49,,2018-07-11,,,nicholasgonzalez@example.org
1450,Fisher,Julie,2001-11-01,5,Mathématiques Appliquées,2018-04-08,2024-09-28,690,amanda56@example.net
1451,Vasquez,Mark,2000-10-28,33,Ingénierie des Systèmes,2024-04-10,2021-11-28,1154,llee@example.net
1452,Tucker,Victoria,2003-03-30,84,Génie Civil,2022-01-26,,,pvazquez@example.com
1453,Harris,Mark,2002-06-13,69,Électronique,2020-12-12,2021-06-13,,curtisgentry@example.net
1454,Morton,Frank,1994-05-09,89,Électronique,2024-01-20,,,cynthia20@example.net
1455,Davenport,Sherry,2006-12-04,44,Génie Industriel,2024-11-14,,,lmaldonado@example.org
1456,Donovan,Holly,2001-05-29,73,Télécommunications,2018-01-04,2022-06-20,4223,colemanrobert@example.com
1457,Franco,Victoria,2004-10-01,58,Ingénierie des Systèmes,2019-11-11,,,parkssusan@example.org
1458,Richards,Brianna,2002-11-19,93,Génie Civil,2018-06-10,,,rparrish@example.net
1459,Dunn,James,1997-05-21,47,Génie Industriel,2022-03-13,,1535,bryan74@example.net
1460,Weaver,Elizabeth,1999-07-23,76,Mécanique,2015-08-31,,878,alyssa82@example.org
1461,Jackson,Amanda,2001-12-13,78,Télécommunications,2024-08-09,2023-02-13,,slogan@example.org
1462,Collins,Jenna,1999-02-02,8,Architecture,2017-05-15,,675,ronaldphillips@example.org
